profileName,review/summary,review/score
doomsdayer520,Slightly Problematic Second Installment of the Trilogy,4.0
Erik1988,Very entertaining even for an Action-Freak like me!,5.0
Justin,"If you love Sci-fi, this is a must read!",5.0
"""mcuba""",Science Fiction Masterpiece,5.0
Steven Dennis,Mind-blowing!,5.0
,Amazing glimpse of a not so distant future(in some respects),5.0
sulakshana mitra,PLANET TERMINUS- THE SAGA BEGINS.,3.0
A Customer,A classic appropriate for scifi newcomers &amp; series lovers,3.0
Chief_mlo,Always liked Asimov,5.0
Gustavo M. Hobold,Takes you deep to analyze patterns of society,5.0
The Target Demographic,What You'd Expect from a Sci-Fi Classic,4.0
Richard Tijerina,Great Idea amatuer writing,3.0
Gabriel Cleveland,Worth reading!,4.0
Translucent Dragon,Incredible Science Fiction Novel,5.0
"Cosmoetica ""cosmoeticadotcom""",Great,5.0
EriChanHime,"Fantastic concept, well executed",5.0
"H. Alan Rosenberg ""dolphins34""",Superb!,5.0
J. S. Harbour,The first of 14 books in the series....here's the list:,5.0
"""worldtree1""","Good, but not the best",3.0
A Customer,Perhaps the finest sci fi series of all time,5.0
Scott E. Mcentyre,Disappointing,3.0
Murnert,"A promising start, but lower your expectations",3.0
Emrys Roberts,Sci-Fi at its Best!,5.0
J. Harrison,Truly unparralleled among sci-fi classics,5.0
Jeremy Gallagher,Best Book by Asimov (fiction),5.0
Mark Scheck,True Classic,5.0
"Lee Scott Pollock ""Scott""",One of the best ever,5.0
,Enchanting and powerfully imaginative. A wonderful delight!,5.0
,The best Science-fiction book,5.0
,this is the best book ever written by the had of mankind,5.0
Eugene Gerzhoy (gerzhoy@erols.com),Foundation: Cornerstone of Sceince Fiction,5.0
,The Order,5.0
,Don't Bother,2.0
,the book i would`ve love to write,5.0
DonWebb@Netcom.Ca,"An early classic, and classic still",5.0
jseeher2@seas.upenn.edu,One of the best there is,5.0
bach@volcano.net,I can't believe that this series was written in the 40's!,5.0
,"Engrossing&amp;entertaining,science-fiction writing at its best.",4.0
,Excellent book,5.0
,"Great, but you have to read the sequels too!",4.0
Roger Lawson at (melsom@juno.com),An engaging sci-fi yarn of psycho-political intrigue,3.0
,A truly incredible book...,5.0
,Wonderful,5.0
,Foundation is Wonderful,5.0
,The Birth of an Epic Saga,5.0
,Just kidding around,5.0
S. Asarnow,This is a GREAT book,5.0
Richard La Fianza,Classic. A good as &quot;Foundation&quot;,5.0
Foxtrot from Epstein,The Foundation - a great book,5.0
John McConnell,Mathematical Nostradamus,4.0
Cody Carlson,Asimov's Masterpiece,5.0
"Joseph Longa ""Captain 5ensible""",The beginning of an epic,5.0
Craig Thompson,If you by one book this month make it this!,5.0
Adrian,Setting the stage,5.0
,Cornerstone of Science Fiction,5.0
John Domby,Wow,5.0
,Read the others first!,4.0
"Lonnie E. Holder ""The Review's the Thing""",Struggles of the Foundation,4.0
"Trevor Kettlewell ""trevsbookreviews""","Good idea competently realised, but...",4.0
"Matthew K. Minerd ""The Coding Catholic""",A Thrilling Sci-Fi Classic,5.0
Christy Smith,"Just so anyone interested knows,",5.0
"K. Leh ""ZachL""","Bayta, Toran, Ebling, and 'Magnifico'",5.0
Christopher,Not only the greatest trilogy ever...,5.0
Michael Legg,"Good, but not as good as Foundation",3.0
"""fastball182""",Is psychohistory feasible?,5.0
MatthewLegaspi1661,The First Part of Asimov's Magnum Opus,5.0
Michael Becker,One of the best scifi series of all time,5.0
Black Plum,Political Science Fiction,4.0
Judy,Still hasn`t arrived after two months,1.0
flyup,The empire is too big to fail.,4.0
Dennis R. Slocum,He's a Master,5.0
Ian Rowlands,Foundational series!,4.0
Lenoci P. Robert,Classic science fiction,5.0
Shayne D. Cairns,Asimov succeeds again!,5.0
BMore XPlant,The Genius of Asimov,5.0
Cylon39,Stepping Back to look ahead,5.0
TW,A Fine Continuation of the Original Book,4.0
"M. Ironfield ""red_iron""",Foundation and the complete series,5.0
yuval,The endless story of an ampire,5.0
"Joseph Longa ""Captain 5ensible""",The beginning of an epic,5.0
,A classic,5.0
,middle book of the three droops a bit,4.0
,this book rocks,5.0
,A MUST,5.0
,El Mejor!!!,5.0
,One of the best books I've ever read,5.0
,Read It!!!,5.0
"Andrew W. Johns ""ResQgeek""",Trying to save civilization in the far future,4.0
EriChanHime,Wonderful book from a wonderful author,5.0
Tal Meirovich,Review for the book Foundation (Foundation Novels (Paperback)),5.0
,Foundation: A Precocious Child Reviews a Classic,5.0
"Stanislav Stoyanov ""Thracion""",Unique transposition of our history,4.0
"Brian S. Pratt ""Author of The Morcyth Saga, T...",Psycohistory,5.0
Lawrance M. Bernabo,Hari Seldon's plan receives a kick from the Mule,5.0
Eric,The &quot;Foundation&quot; series was mesmerizing!,5.0
"T. W. M. Philip ""kitano_takeshi""",I know why this is a classic...,4.0
Jack,A true Science Fiction Master!,5.0
Big Al,Foundation Series,4.0
wckomar,Foundation is a good read for all readers especially scfi fans,4.0
Michael,I love the Foundation series,5.0
"K. Stevenson ""ancient_mariner""",Better than some of the pulps...,4.0
"Mitchell S. Wagner ""Mitch Wagner""",Very relevant today,3.0
Amazon Shopper,One of the best books I've read.,5.0
Debnance at Readerbuzz,One More Trip Outside My Usual Reading Waters,5.0
Jorge A. A. Araujo,Hardcore sci-fi. Great story. Amazing plot.,5.0
Itistimetoreadagain,Azimov,5.0
M. Brown,Classic Sci-Fi,5.0
William Wells,"Classic but drifting, give it a second chance",3.0
Doug Dandridge,Greatest of the Galactic Empire series starts here.,5.0
Brumaser,Well it's a classic thats enough,5.0
"M ""CultOfStrawberry""",Thought-provoking,5.0
"Robert Hall ""RobTechGuy""",All time classic written by the most skilled SciFi author of our generation,5.0
AN AVID READER,The saga contiues! 4 1/2 stars,5.0
Melanie Ivanoff,Great follow up,4.0
Melanie Ivanoff,Really connected short stories,4.0
"K. Stevenson ""ancient_mariner""","Better in some ways, but worse in others...",4.0
"Karlie Piekkola ""Nyte""",Foundation and Empire,5.0
Adam L. Kopcinski,"Foundation - Science fiction, social commentary, and politics as (un)usual.",5.0
Glenn P.,Foundation Review,5.0
Just Anonymous,The Decline and Fall of the Roman Empire - In Space,5.0
"Jason ""jsl112""",A great sci-fi classic,5.0
Younsuk Chae,Book Review on Foundation by Isaac Asimov,4.0
"MR Dave ""Mr Dave.""",Amazing Asimov read !!!!!!,5.0
Paul Weiss,Psychohistory and the statistical prediction of mob behaviour!,4.0
"E. Berlingeri Genes ""Compulsive Reader""",Amazing book to get hooked on Asimov!,5.0
"Cosmoetica ""cosmoeticadotcom""",Excellent,5.0
JFMopin,Science Fiction at its best,5.0
Scottie,Not my style,2.0
Dylan,Falls Short of it's Reputation,3.0
Dr. Forrest M. Holly Jr.,tough going,2.0
"Wayne Lucas ""Popeye""",Bridle Your Expectations,3.0
Mia Hermine,first but not the best,2.0
J. MCCABE,"Good Asimov, but not great.",3.0
"Joshua Campbell ""knowchinabusiness.com""",The Best of The Classic Foundation Trilogy,5.0
"Matthew K. Minerd ""The Coding Catholic""",Individuality in the Face of Psychohistory,5.0
Christopher,Not just the greatest trilogy ever...,5.0
Yvette Champagne,Foundation is Astounding!,5.0
"""cloudia""",The Foundation trilogy is essential,5.0
"Thomas Wikman ""Texas Swede""",Epic,5.0
"John S. Ryan ""Scott Ryan""","""Violence is the last refuge of the incompetent.""",5.0
"Strategos ""The Guardian of Time""",The First Part of One of the Finest Series of All Sci-Sci,5.0
Arthur W. Jordin,A Psychohistorical Guide,5.0
,Excellent!,5.0
"Richard Tyler ""Adult Child of an Engineer""",Confessions of an Asimovfan,5.0
DavidLG1971,The Foundation Series is the biz,4.0
,MAGNIFICENT!,5.0
R. D. Allison (dallison@biochem.med.ufl.edu),One of the classics of 1940s and 1950s science fiction.,5.0
MW,The Softest of Soft Sci Fi,3.0
F. S. Kilroy,letdown after the first book,2.0
"Karlie Piekkola ""Nyte""",Foundation,5.0
Cassidy F. Liston,A solid Foundation of a trilogy,4.0
Fry Boy,"A good story, but somewhat weak on characters",3.0
"Milo Miles ""doctornork""",Department of Morbid Details,4.0
,Mediocre at best.,3.0
,Holy crap this book rocked!,5.0
,An amazing story by the world's greatest author,5.0
,Not really convincing - teenagers only,2.0
"G. Anthony Hecht Jr. ""Tony Hecht""",Must read science fiction,5.0
Avid Reader,More for the Idea than the Writing,5.0
"Code Red ""martin26975""",Just as good the second time around,5.0
"Patrick Shepherd ""hyperpat""",Grand SF in the old tradition,4.0
,The best book I've ever read!,5.0
Gustavo Fischer,Just Great!,5.0
,"A brilliant, awe inspiring masterpiece...",5.0
RideTheCatfish,"To be perfectly honest, pretty bland",3.0
Nikhil Iyer,Great SciFi with Sociological Undertones,5.0
Haitianlover,The Foundation of Space Opera,5.0
Dmitri M. A. Hubbard,One of the cornerstones of science fiction,5.0
"givbatam3 ""givbatam3""",The Messianic Era,5.0
canis_major,A good read both entertaining and thought-provoking,4.0
"Davis ""Davs""",Foundation By Isaac Asimov,4.0
Frikle,A classic tale of civilizations,4.0
stephanie314,"A Sci Fi Classic, and Rightly So",5.0
Steven Liu,Great twist at the end!!!,5.0
Robert Chandler,A True Science Fiction Classic,5.0
Justin LeCheminant,"excellent book, highly recommended`",5.0
"frumiousb ""frumiousb""",The fallibility of Hari Seldon,5.0
"Scuba ""Scubaeas""",Just not my kind of book - Others liked it.,2.0
Bethany,Misleading,1.0
William Henry Baker,I just cant do it.,2.0
,Dissatified,2.0
Tomaso,Why is kindle version so expensive???!,1.0
Seth A. Klaender,A very bad book,1.0
,Not sure what all the fuss is about,1.0
"J. Stoner ""Plants and Books""",Superman sydrome and weak characterization,2.0
,An Example of What is &quot;Classically&quot; Wrong with SciFi.,1.0
John Lewis,This is a classic?,1.0
Christopher A. Stach,"""Guide"" to Guides is excellent!",5.0
mgmeyer,A fresh look,5.0
,The Brainwashing of the American Investor,5.0
Stephen H. Berman,A realistic approach to taking profits.,5.0
Richard Mac David,A must read if you want to save your money from the &quot; SHARKS,4.0
,Serves MORE than one purpose,5.0
Lynne W. Scanlon &#34;The Publishing Contra...,Just a Crap Shoot,2.0
Roger Preston,Excellent!,5.0
"D. bungard ""doncesar""",WALL STREET BRAINWASHING US AGAIN,5.0
"""jointhefreedom""",What a Great Read!,5.0
IMF,A MUST READ!,5.0
R. Q. Arnold,Super Investing book,5.0
Philip Wexler,Back to Basics,5.0
Paul Lappen,Easy to understand even for non-investors,5.0
,Hands down; right on the money!,5.0
California reader,High turnover value investing,4.0
"Joe D ""Cyber Joe""",If you had to pick one book on investing...,5.0
Brian S.,L-O-N-G Overdue Investment Strategy Advice,5.0
Midwest Book Review,A realistic guide to what Wall Street tends to gloss over,5.0
James C. Dexter,Best Investment Book Ever,5.0
DWH,This is the book I should have read first,5.0
Kendal Svedeen,great book!,5.0
,a few good ideas spun out way too long,2.0
sandra musselwhite,COURAGE TO GO AGAINST THE PACK WILL MAKE YOU A SUCCESS!!!,5.0
,Works for me,4.0
Anthony J. Llabres,BrainWashing of the American Investor,5.0
"Rebecca Brown ""rebeccasreads""",a good primer,4.0
Felicia Reymont,HIS SYSTEM WORKS !!!!!,5.0
,Don't waste your time,1.0
Len Johnson,Happy user.,5.0
Carl M. Rakes,Unique Advice That Stands Out From The Crowd,5.0
D.M.,Right on the Money!,4.0
David J. Fleming,The Best Investment Book I Have Ever Read,5.0
Arnold Campus,An enlightened self managed investor,5.0
"Charles M. Parker ""Fat Charlie""",Beware the bear,2.0
Greg Prestgard,Investing Made Successful,4.0
Ken Leach,TELLING IT LIKE IT IS,5.0
Philip Gomez,Profit like a trader. Sleep like an investor.,5.0
Bill Redmond,&#65533;The Brain Washing of the American Investor&#65533;,5.0
C. Barnes,Works great for me!,5.0
"S. Reader ""scibarfan""",The elements just didn't come together,2.0
That's Life!,Fun read! Don't let one 'bad' review put you off!,5.0
Annmarie King,Childish and lacking creativity.,1.0
S. Bonner,Energizers and Icebreakers Very Good for 4-H Club,4.0
,A must have book for group leaders,5.0
"CANurse ""Carol""",Got me through my microbiology course,5.0
"MariaRN ""MariaRN""",Buy this instead of the micro textbooks,5.0
The Morehead,Why can't they write textbooks like this,5.0
"J. Carroll ""doetsch fan""",Some errors in book - disappointed,2.0
Vladimir G Ivanovic,A huge disappointment,1.0
"Julie Cantrell ""JulieAnne""","Okay, but not enough detail",3.0
"Amanda Erwin ""aman777""",Not comprehensive enough for science major,3.0
"Hohjo ""Vet Nurse""",How to pass Microbiology....,5.0
"ww27 ""sara""",good as a supplement to your textbook,4.0
"Melissa Joy Smith-vaughn ""MJSV""",office resource,4.0
L. Kozak,Could be a great book....,2.0
"James Gerhart ""Please burn this book""",Better than your assigned text book.,5.0
Amerlain E. Caver,Nice Shape,5.0
Flatlander,Great book,5.0
Instructor 59,Microbiology: A breeze,5.0
Student09,Getting Second Degree,5.0
kclam,Very Informative!,4.0
"M. Abegg ""M- Brazil""",good idea...but a lot of errors...,3.0
M. Sugihara,Decent but limited,4.0
Fawn Caldwell,Microbiology Mystified,2.0
Mary C. Huggins,A must read for parents and teachers!,5.0
"Julie T. Yeager ""Book Lover""",Puts into words and ideas moral concepts that can be difficult to explain,5.0
"J. Smith ""averagemom:)""","a great guide for a christian parent, or any parent",5.0
"Teach2Me ""Teach2Me""",Ms.L,3.0
H. Rich,Parents read this!,5.0
AMomInNewYork,A moral education is as important as an academic one!,5.0
"Maasoumah Alsubaibai ""a parent and a student""",Excellent book,5.0
A Concerned Parent,The Greatest Gift Of All,5.0
Nature Mom w/ 2 children + EE & Management de...,Step-by-step process for enhancing moral capacity,4.0
"Sandra D. Peters ""Seagull Books""",ONE OF THE GREATEST LESSONS A PARENT CAN TEACH A CHILD!,5.0
Greg Morse,Building the future -- one child at a time ...,5.0
"E ""ekshae""",If you could only have one book on moral development!,5.0
Jim Davis,FINALLY--A BOOK THAT TELLS HOW TO RAISE PEACEFUL KIDS,5.0
sunnyangels,"If you have a problem child , you should get this book!",5.0
Barbara Benton,Kids Need This Book,5.0
Daniel Wilson,Recommended for Parents and Educators,5.0
Gordon Astles,It's what we need...,5.0
,Tools for preparing my kids for life,5.0
Robert M. West,How to Follow a Pulitzer Prize?,3.0
Midwest Book Review,Of interest to any of those looking for lesser known bits of military history,5.0
North,Old-fashioned romance,3.0
"Carolyn ""CiCi loves mysteries and thrillers""","Old fashioned, sweet story.",4.0
Virginia Jo,The Lamp in the Desert,5.0
MissyReads,Great Writing,5.0
"Anya Markarian ""Anya""",A captivating book about a different era,5.0
"Simone ""Simone""",Captivating Story. Well written,5.0
"V. Stevens ""chrysler300girl""",Stopped Cold,1.0
Matt McCloud,abstract but has a lot of potential,5.0
"Sherry ""lust_82""",Sociology and Language,4.0
Lara,Amazing!,5.0
"K. ""daisy4given""",Intelligent and exciting!,4.0
CoffeeGurl,Wonderful second part of the Women of Ivy Manor saga...,4.0
Harriet Klausner,gloomy yet hopeful backdrop to WW II,5.0
Elle,Big Disappointment,2.0
Tammy Carlton,Wonderful Book,5.0
Katherine Urmanski,Good Series,4.0
"Marion Marchetto ""author of The Bridgewater C...",Part 2 of the Women of Ivy Manor Series,5.0
,Morrow's first great book,5.0
Michael Vasich,A good read once you get past the first 30 pages,4.0
"frumiousb ""frumiousb""","Amusing, but half-baked.",3.0
Marcus Olson,"Literally, Step-By-Step",5.0
"""step_jack""",Almost perfect ...for beginners that is...,4.0
Mat Brummitt,"Excellent book, a sigh of relief!",5.0
Marque Pierre Sondergaard,Beginners' guide to 3DS MAX,5.0
"""jordanjb7""",Great for Begginers,5.0
jay,GOOD book,5.0
,Great Book.,4.0
,Great Book.,4.0
,Great! Must have it!,5.0
,Good Examples,5.0
Robin E. Moore,Fundamentals of agricultural chemistry,3.0
E. Hawkins,Great Writing,4.0
"Suzinne Barrett ""Suzinne""",Not What I Expected,3.0
ilprofessore,Precocity in the English manner,4.0
,boring,2.0
nnardino42,Grrrrrreat,5.0
"Glenn Belverio ""Author of Confessions from th...",If you can't make it to Mongolia this season....,5.0
"sophisticated bogan ""sophisticated bogan""",Great Read!,5.0
"H. F. Corbin ""Foster Corbin""",Clever Title; Clever Book,5.0
"A. Shelton ""Individual""",Mykel's Visit To Mongolia,4.0
Harris McCarter,Hilary Clinton Visits Outer Mongolia,5.0
Leslie Miller,A Fascinating Mongolian Idiom,5.0
garrok,a wonderful read,5.0
"Robert S. Newman ""Bob Newman""","My Mongolian Career....yeah, me, Mykel, and don't forget it",3.0
"A. Woodley ""Patroness, Janeites, the Austen list""",Fascinating and lively portrayal,5.0
Thomas M. Sullivan,Regency + Underworld = Fascinating? No,3.0
Kayelle Rowland,Underbelly Regency Style,5.0
Anthony M Ludovici,A Different World,4.0
